sample_index,split,scenario_id,source_path,first_agent_id,second_agent_id,first_agent_type,second_agent_type,is_original_ooi_pair,event_mode,primary_step_first,primary_step_second,interval_start_first,interval_end_first,interval_start_second,interval_end_second,zone_pet_steps,zone_pet_s,center_pet_steps,center_pet_s,min_clearance_m,num_contact_components,primary_component_cells,relevance_score,valid_steps_first,valid_steps_second,first_length_m,first_width_m,second_length_m,second_width_m,shard,shard_row,heading_diff_deg,mean_event_speed_mps,max_speed_drop_mps,max_yaw_change_deg,relative_lateral_change_m,partial_valid,valid_fraction,interval_length_steps,types,audit_category,selection_role,figure
11261,val,10046aa6cf702930,/p/yufeng/tri30/dreamer4/data/waymo_vector_dataset_ooi_centered_50k/val/10046aa6cf702930_focus_1024_src2.npz,1014,1024,1,1,False,obb_contact_interval,53.0,65.0,0.0,78.5,23.5,90.0,11.0,1.1,12.0,1.2000000000000002,0.0,1,512,0.9349874032704532,91,91,4.492146015167236,2.1254889965057373,5.837836265563965,2.490814208984375,val_samples_00002.npz,1261,4.797115061666756,16.337655544281006,6.533465385437012,7.385142040076287,5.320556640625,False,1.0,78.5,"(1, 1)",merge_cut_in,long_interval,merge_cut_in/11_long_interval_val_idx011261_10046aa6cf702930.png
83069,train,c76edab64f4a8ce7,/p/yufeng/tri30/dreamer4/data/waymo_vector_dataset_ooi_centered_50k/train/c76edab64f4a8ce7_focus_1795_src2.npz,1795,1846,1,1,False,obb_contact_interval,4.0,12.0,0.0,6.5,10.5,16.5,7.0,0.7000000000000001,8.0,0.8,0.607741117477417,2,33,0.9731449630580511,91,19,4.617485523223877,2.1224637031555176,13.466850280761719,3.132573127746582,train_samples_00016.npz,3069,0.1648807665641078,7.292628049850464,82.12956237792969,178.97068184065708,0.0,True,0.6043956043956044,6.5,"(1, 1)",merge_cut_in,partial_or_strong_response,merge_cut_in/12_partial_or_strong_response_train_idx083069_c76edab64f4a8ce7.png
59512,train,7fdf4b916f302582,/p/yufeng/tri30/dreamer4/data/waymo_vector_dataset_ooi_centered_50k/train/7fdf4b916f302582_focus_160_src0.npz,1125,160,1,1,True,path_intersection,57.704388320446014,87.71064877510071,44.5,68.5,79.5,90.0,11.0,1.1,30.006260454654694,3.0006260454654696,0.0,1,214,0.9349874032704532,91,91,5.285999774932861,2.3320000171661377,4.652663230895996,2.066209077835083,train_samples_00011.npz,4512,119.93749344802026,5.770337820053101,0.6686415672302246,70.40501622860116,4.096087455749512,False,1.0,24.0,"(1, 1)",crossing,ooi_typical,crossing/13_ooi_typical_train_idx059512_7fdf4b916f302582.png
63238,train,4892c1a69ac0d47f,/p/yufeng/tri30/dreamer4/data/waymo_vector_dataset_ooi_centered_50k/train/4892c1a69ac0d47f_focus_1949_src1.npz,1955,1949,1,1,False,path_intersection,28.75094783306122,66.57042193412781,23.5,33.5,55.5,75.5,23.0,2.3000000000000003,37.81947410106659,3.781947410106659,0.0,1,171,0.7453593045429804,90,91,4.6374664306640625,1.9953328371047974,4.8442792892456055,2.09153413772583,train_samples_00012.npz,3238,120.05558741876979,7.691083669662476,0.3417167663574219,81.24518213957171,1.8791260719299316,True,0.9945054945054945,20.0,"(1, 1)",crossing,mined_typical,crossing/14_mined_typical_train_idx063238_4892c1a69ac0d47f.png
32652,train,100537dafebaca29,/p/yufeng/tri30/dreamer4/data/waymo_vector_dataset_ooi_centered_50k/train/100537dafebaca29_focus_1761_src3.npz,1751,1761,1,1,False,path_intersection,40.327502727508545,62.183443799614906,30.5,48.5,49.5,70.5,2.0,0.2,21.85594107210636,2.1855941072106364,0.0,1,292,0.9977802450856065,91,89,4.488186836242676,2.100893259048462,4.524148941040039,2.0556750297546387,train_samples_00006.npz,2652,130.51016183033644,5.947047472000122,0.02071666717529297,87.40056227996554,1.271162986755371,True,0.989010989010989,21.0,"(1, 1)",crossing,low_pet,crossing/15_low_pet_train_idx032652_100537dafebaca29.png
99344,train,12b258e667f5e740,/p/yufeng/tri30/dreamer4/data/waymo_vector_dataset_ooi_centered_50k/train/12b258e667f5e740_focus_76_src4.npz,2,76,1,1,False,path_intersection,12.730994284152985,73.57897287607193,8.5,17.5,61.5,80.5,45.0,4.5,60.847978591918945,6.0847978591918945,0.0,1,144,0.32465246735834974,91,91,4.584541320800781,2.08524751663208,4.4794158935546875,2.0416276454925537,train_samples_00019.npz,4344,121.52036246741405,8.955002546310425,1.0585908889770508,91.18290247626517,0.05744290351867676,False,1.0,19.0,"(1, 1)",crossing,high_pet,crossing/16_high_pet_train_idx099344_12b258e667f5e740.png
91226,train,1963dd973b114020,/p/yufeng/tri30/dreamer4/data/waymo_vector_dataset_ooi_centered_50k/train/1963dd973b114020_focus_2198_src0.npz,2233,2198,1,1,True,path_intersection,19.585059463977814,86.04761055856943,12.5,29.5,51.5,90.0,24.0,2.4000000000000004,66.46255109459162,6.646255109459162,0.0,1,471,0.7261490370736909,91,90,4.812501430511475,2.146117687225342,4.450667381286621,1.962011694908142,train_samples_00018.npz,1226,127.9444832308912,5.426915168762207,3.1924734115600586,56.74015728448013,0.008620023727416992,True,0.9945054945054945,38.5,"(1, 1)",crossing,long_interval,crossing/17_long_interval_train_idx091226_1963dd973b114020.png
32603,train,8b9a284d4e45a994,/p/yufeng/tri30/dreamer4/data/waymo_vector_dataset_ooi_centered_50k/train/8b9a284d4e45a994_focus_471_src4.npz,471,470,1,1,False,path_intersection,10.998257040977478,53.77299880981445,6.5,16.5,39.5,61.5,24.0,2.4000000000000004,42.774741768836975,4.277474176883698,0.0,1,183,0.7261490370736909,91,89,4.490348815917969,1.9990999698638916,4.638076305389404,2.77974796295166,train_samples_00006.npz,2603,109.09223904611805,7.7048609256744385,19.773542404174805,143.66619900204822,0.7689638137817383,True,0.989010989010989,22.0,"(1, 1)",crossing,partial_or_strong_response,crossing/18_partial_or_strong_response_train_idx032603_8b9a284d4e45a994.png
79890,train,1e14b4b39ce73ee3,/p/yufeng/tri30/dreamer4/data/waymo_vector_dataset_ooi_centered_50k/train/1e14b4b39ce73ee3_focus_903_src1.npz,2692,903,1,1,True,path_intersection,41.51604342460632,60.85261744260788,35.5,46.5,53.5,66.5,7.0,0.7000000000000001,19.336574018001556,1.9336574018001558,0.0,1,126,0.9731449630580511,91,78,5.285999774932861,2.3320000171661377,4.5513410568237305,2.073187828063965,train_samples_00015.npz,4890,116.31101816858033,8.89260983467102,0.0,88.2271927544555,4.39488410949707,True,0.9285714285714286,13.0,"(1, 1)",crossing,median_heading,crossing/19_median_heading_train_idx079890_1e14b4b39ce73ee3.png
96795,train,8901f19d5bdc782c,/p/yufeng/tri30/dreamer4/data/waymo_vector_dataset_ooi_centered_50k/train/8901f19d5bdc782c_focus_1269_src0.npz,1461,1269,1,1,True,path_intersection,50.69366478919983,76.44555294513702,44.5,56.5,66.5,86.5,11.0,1.1,25.751888155937195,2.5751888155937195,0.0,1,213,0.9349874032704532,91,91,5.285999774932861,2.3320000171661377,4.407456874847412,1.9347825050354004,train_samples_00019.npz,1795,91.49322529101552,6.603397846221924,3.5319600105285645,81.5524450295739,4.853332996368408,False,1.0,20.0,"(1, 1)",crossing,strong_response,crossing/20_strong_response_train_idx096795_8901f19d5bdc782c.png
826,train,42f161e4ed926e90,/p/yufeng/tri30/dreamer4/data/waymo_vector_dataset_ooi_centered_50k/train/42f161e4ed926e90_focus_3_src0.npz,4,3,1,1,True,path_intersection,54.70329278707504,76.92803239822388,43.5,68.5,55.5,85.5,0.0,0.0,22.224739611148834,2.2224739611148836,0.0,2,429,1.0,91,91,4.883342742919922,2.0436477661132812,4.8422441482543945,2.097435712814331,train_samples_00000.npz,826,139.50746074096753,5.870377779006958,0.4684934616088867,75.87340228189676,0.4219062328338623,False,1.0,30.0,"(1, 1)",oncoming,ooi_typical,oncoming/21_ooi_typical_train_idx000826_42f161e4ed926e90.png
29668,train,961e5c840a248734,/p/yufeng/tri30/dreamer4/data/waymo_vector_dataset_ooi_centered_50k/train/961e5c840a248734_focus_977_src3.npz,878,977,1,1,False,obb_contact_interval,21.0,35.0,0.0,21.5,34.5,54.5,13.0,1.3,14.0,1.4000000000000001,0.0,1,286,0.9103839103891423,80,91,6.361113548278809,2.727804660797119,5.285999774932861,2.3320000171661377,train_samples_00005.npz,4668,167.928014481174,5.907416105270386,0.6019902229309082,43.10679917281119,2.606252670288086,True,0.9395604395604396,21.5,"(1, 1)",oncoming,mined_typical,oncoming/22_mined_typical_train_idx029668_961e5c840a248734.png
72547,train,1045c7eea9284790,/p/yufeng/tri30/dreamer4/data/waymo_vector_dataset_ooi_centered_50k/train/1045c7eea9284790_focus_1340_src0.npz,1340,1350,1,1,False,obb_contact_interval,45.0,45.0,0.0,90.0,0.0,90.0,0.0,0.0,0.0,0.0,0.8123520612716675,1,8281,1.0,91,91,4.626007556915283,2.083744525909424,4.61683988571167,2.07657527923584,train_samples_00014.npz,2547,178.67098680025526,0.0,0.0,0.0,0.0,False,1.0,90.0,"(1, 1)",oncoming,low_pet,oncoming/23_low_pet_train_idx072547_1045c7eea9284790.png
78502,train,11045a42f6b7565c,/p/yufeng/tri30/dreamer4/data/waymo_vector_dataset_ooi_centered_50k/train/11045a42f6b7565c_focus_641_src0.npz,641,630,1,1,False,obb_contact_interval,38.0,89.0,6.5,38.5,87.5,90.0,50.0,5.0,51.0,5.1000000000000005,0.7018436193466187,1,79,0.2493522087772962,91,88,4.459402084350586,2.0363893508911133,4.532566070556641,2.0350406169891357,train_samples_00015.npz,3502,170.10176316566555,4.917918920516968,1.202895164489746,46.660181182848234,1.0187788009643555,True,0.9835164835164835,32.0,"(1, 1)",oncoming,high_pet,oncoming/24_high_pet_train_idx078502_11045a42f6b7565c.png
93217,train,77a3a51dcf13d581,/p/yufeng/tri30/dreamer4/data/waymo_vector_dataset_ooi_centered_50k/train/77a3a51dcf13d581_focus_3130_src0.npz,3317,3130,2,1,True,path_intersection,49.5219230055809,84.22461602091789,32.5,67.5,73.5,90.0,10.0,1.0,34.70269301533699,3.4702693015336994,0.0,1,545,0.9459594689067654,91,91,1.2413966655731201,1.2835696935653687,4.2050886154174805,1.9606013298034668,train_samples_00018.npz,3217,83.12060182149547,2.8925600051879883,0.5878595113754272,13.12412652790946,2.8717379570007324,False,1.0,35.0,"(1, 2)",vru,vehicle_pedestrian_ooi_typical,vru/25_vehicle_pedestrian_ooi_typical_train_idx093217_77a3a51dcf13d581.png
2098,val,bb8dc6a4310598aa,/p/yufeng/tri30/dreamer4/data/waymo_vector_dataset_ooi_centered_50k/val/bb8dc6a4310598aa_focus_720_src0.npz,3263,720,2,1,False,path_intersection,39.34898117184639,87.77788692712784,22.5,55.5,75.5,90.0,20.0,2.0,48.42890575528145,4.842890575528145,0.0,1,495,0.8007374029168081,91,91,1.0686818361282349,0.8983376622200012,4.474441051483154,2.0794293880462646,val_samples_00000.npz,2098,88.46663186599947,2.757422089576721,0.4714552164077759,6.952750938253106,0.34940052032470703,False,1.0,33.0,"(1, 2)",vru,vehicle_pedestrian_mined_typical,vru/26_vehicle_pedestrian_mined_typical_val_idx002098_bb8dc6a4310598aa.png
39224,train,1013e060ed5c18d1,/p/yufeng/tri30/dreamer4/data/waymo_vector_dataset_ooi_centered_50k/train/1013e060ed5c18d1_focus_4147_src6.npz,4192,4147,1,2,False,path_intersection,13.9635728597641,80.8755674958229,9.5,18.5,66.5,86.5,48.0,4.800000000000001,66.91199463605881,6.691199463605881,0.0,2,180,0.278037300453194,91,89,5.285999774932861,2.3320000171661377,1.0600262880325317,0.8751156330108643,train_samples_00007.npz,4224,92.78709534624772,5.361744284629822,4.166473388671875,10.152802993657154,2.9763975143432617,True,0.989010989010989,20.0,"(1, 2)",vru,vehicle_pedestrian_high_pet,vru/27_vehicle_pedestrian_high_pet_train_idx039224_1013e060ed5c18d1.png
1897,train,82f10d89eda7963d,/p/yufeng/tri30/dreamer4/data/waymo_vector_dataset_ooi_centered_50k/train/82f10d89eda7963d_focus_327_src0.npz,1450,327,3,1,True,path_intersection,54.44983518123627,81.73872208595276,41.5,66.5,72.5,89.5,14.0,1.4000000000000001,27.28888690471649,2.728888690471649,0.0,1,306,0.8968300597468688,91,91,1.9804145097732544,0.9350056648254395,4.8383660316467285,2.2205376625061035,train_samples_00000.npz,1897,49.93456023725443,4.814345836639404,1.089667558670044,60.485061213938906,1.8925607204437256,False,1.0,25.0,"(1, 3)",vru,vehicle_cyclist_ooi_typical,vru/28_vehicle_cyclist_ooi_typical_train_idx001897_82f10d89eda7963d.png
90791,train,79842d271da89b48,/p/yufeng/tri30/dreamer4/data/waymo_vector_dataset_ooi_centered_50k/train/79842d271da89b48_focus_6454_src6.npz,6454,1832,3,1,False,obb_contact_interval,27.0,57.0,0.0,29.5,40.5,66.5,29.0,2.9000000000000004,30.0,3.0,0.0,1,369,0.6267407992029929,91,91,1.8393805027008057,0.9080496430397034,4.343308925628662,2.0532939434051514,train_samples_00018.npz,791,12.101033345906897,5.088667154312134,1.434241771697998,7.036747324005454,4.994636535644531,False,1.0,29.5,"(1, 3)",vru,vehicle_cyclist_mined_typical,vru/29_vehicle_cyclist_mined_typical_train_idx090791_79842d271da89b48.png
8985,train,1e85e3b08f9d1ef5,/p/yufeng/tri30/dreamer4/data/waymo_vector_dataset_ooi_centered_50k/train/1e85e3b08f9d1ef5_focus_3918_src3.npz,4430,3918,3,1,False,path_intersection,0.7757659554481506,71.23915228247643,0.0,16.5,58.5,80.5,53.0,5.300000000000001,70.46338632702827,7.0463386327028275,0.0,1,263,0.21001936136138807,36,91,1.9286036491394043,0.8671776056289673,5.790537357330322,2.5019185543060303,train_samples_00001.npz,3985,52.78203531302063,3.603004813194275,0.2633376121520996,96.21220298857733,0.0,True,0.6978021978021978,22.0,"(1, 3)",vru,vehicle_cyclist_high_pet,vru/30_vehicle_cyclist_high_pet_train_idx008985_1e85e3b08f9d1ef5.png
3637,val,404d5d56347513e0,/p/yufeng/tri30/dreamer4/data/waymo_vector_dataset_ooi_centered_50k/val/404d5d56347513e0_focus_637_src2.npz,637,2137,1,2,True,ooi_closest_fallback,84.61734384298325,90.0,84.61734384298325,84.61734384298325,90.0,90.0,5.382656157016754,0.5382656157016754,5.382656157016754,0.5382656157016754,4.6685623824596405,0,0,0.9840327459706408,91,90,4.953564643859863,2.1444149017333984,0.9178820252418518,0.8524360656738281,val_samples_00000.npz,3637,115.14789159444052,6.098933815956116,0.3124551773071289,34.67796324642194,2.743769645690918,True,0.9945054945054945,0.0,"(1, 2)",ooi_fallback,low_pet,ooi_fallback/31_low_pet_val_idx003637_404d5d56347513e0.png
93941,train,9728ba2cf055d7da,/p/yufeng/tri30/dreamer4/data/waymo_vector_dataset_ooi_centered_50k/train/9728ba2cf055d7da_focus_984_src0.npz,3241,984,2,1,True,ooi_closest_fallback,50.0,88.18108968436718,50.0,50.0,88.18108968436718,88.18108968436718,38.18108968436718,3.818108968436718,38.18108968436718,3.818108968436718,1.0721670985221863,0,0,0.44490858285150364,51,91,1.0495091676712036,1.0249202251434326,4.547812461853027,2.121091365814209,train_samples_00018.npz,3941,93.1565402784537,1.3507586419582367,4.994174480438232,16.916655658903448,0.0,True,0.7802197802197802,0.0,"(1, 2)",ooi_fallback,median_pet,ooi_fallback/32_median_pet_train_idx093941_9728ba2cf055d7da.png
44795,train,14876f1df8d935ec,/p/yufeng/tri30/dreamer4/data/waymo_vector_dataset_ooi_centered_50k/train/14876f1df8d935ec_focus_17_src0.npz,17,41,1,1,True,ooi_closest_fallback,0.0,89.0,0.0,0.0,89.0,89.0,89.0,8.9,89.0,8.9,1.5985910892486572,0,0,0.012270521052978248,91,91,4.436666965484619,1.970108151435852,5.844551086425781,2.3470563888549805,train_samples_00008.npz,4795,1.2386137181250865,2.629330512136221,4.769650459289551,0.9719769000278345,0.0,False,1.0,0.0,"(1, 1)",ooi_fallback,high_pet,ooi_fallback/33_high_pet_train_idx044795_14876f1df8d935ec.png
55889,train,10b34feb8502f8ca,/p/yufeng/tri30/dreamer4/data/waymo_vector_dataset_ooi_centered_50k/train/10b34feb8502f8ca_focus_142_src1.npz,144,142,1,1,True,ooi_closest_fallback,27.0,71.29180878400803,27.0,27.0,71.29180878400803,71.29180878400803,44.291808784008026,4.429180878400802,44.291808784008026,4.429180878400802,0.0,0,0,0.3362605175339253,91,91,5.041934967041016,2.0632729530334473,4.7535247802734375,2.0716254711151123,train_samples_00011.npz,889,1.3158494972595907,2.9961162246763706,0.5292702913284302,1.2942933135173247,0.08205366134643555,False,1.0,0.0,"(1, 1)",ooi_fallback,low_clearance,ooi_fallback/34_low_clearance_train_idx055889_10b34feb8502f8ca.png
101925,train,9b5c78113be7275b,/p/yufeng/tri30/dreamer4/data/waymo_vector_dataset_ooi_centered_50k/train/9b5c78113be7275b_focus_5_src0.npz,12,5,1,1,True,ooi_closest_fallback,54.3683023750782,90.0,54.3683023750782,54.3683023750782,90.0,90.0,35.6316976249218,3.56316976249218,35.6316976249218,3.56316976249218,13.504605770111084,0,0,0.4939389935585721,91,91,5.797760486602783,2.4057412147521973,4.822052478790283,2.1113743782043457,train_samples_00020.npz,1925,69.67861189663111,3.0267027989029884,1.5936132669448853,64.70656208330284,11.678401947021484,False,1.0,0.0,"(1, 1)",ooi_fallback,high_clearance,ooi_fallback/35_high_clearance_train_idx101925_9b5c78113be7275b.png
11071,val,44ad543167f2aa1e,/p/yufeng/tri30/dreamer4/data/waymo_vector_dataset_ooi_centered_50k/val/44ad543167f2aa1e_focus_1534_src0.npz,1553,1534,1,1,True,ooi_closest_fallback,0.0,87.0,0.0,0.0,87.0,87.0,87.0,8.700000000000001,87.0,8.700000000000001,0.388333797454834,0,0,0.01492078606906783,81,91,4.509347438812256,2.00822377204895,4.566980838775635,2.0710268020629883,val_samples_00002.npz,1071,3.7429714128104905,5.750818490982056,8.51820182800293,5.243468350813912,0.0,True,0.945054945054945,0.0,"(1, 1)",ooi_fallback,partial_or_strong_response,ooi_fallback/36_partial_or_strong_response_val_idx011071_44ad543167f2aa1e.png
