anchor_index,anchor_scenario_id,anchor_event_mode,anchor_zone_pet_s,rank,neighbor_index,neighbor_scenario_id,neighbor_event_mode,neighbor_zone_pet_s,rms_distance,common_valid_fraction
7,218f7afef7c63186,path_intersection,1.100000023841858,1,7664,b4eb8fa976be3857,path_intersection,1.600000023841858,0.16196192800998688,1.0
7,218f7afef7c63186,path_intersection,1.100000023841858,2,8325,6ffa3dc1d32549e7,path_intersection,0.800000011920929,0.1620926707983017,1.0
7,218f7afef7c63186,path_intersection,1.100000023841858,3,2793,a79b7d3e08267eda,path_intersection,1.2000000476837158,0.17101448774337769,0.9833333492279053
8,218f7afef7c63186,obb_contact_interval,1.3000000715255737,1,9538,2edb5866a1fa6bc0,obb_contact_interval,1.3000000715255737,0.08526943624019623,1.0
8,218f7afef7c63186,obb_contact_interval,1.3000000715255737,2,849,e82149d44a6eb796,path_intersection,1.5,0.12523111701011658,1.0
8,218f7afef7c63186,obb_contact_interval,1.3000000715255737,3,2973,c2190535f092a76a,path_intersection,0.4000000059604645,0.12598690390586853,0.8166666626930237
9,740496ae8f624945,path_intersection,2.4000000953674316,1,270,9bc61364e48d5906,path_intersection,1.899999976158142,0.31069594621658325,0.949999988079071
9,740496ae8f624945,path_intersection,2.4000000953674316,2,6008,8f4a7f83759c11a8,path_intersection,1.3000000715255737,0.32348355650901794,0.949999988079071
9,740496ae8f624945,path_intersection,2.4000000953674316,3,8455,2285360e5af6c234,path_intersection,2.299999952316284,0.34728583693504333,0.949999988079071
10,740496ae8f624945,obb_contact_interval,3.0,1,5643,7e9387dcfb2211b9,obb_contact_interval,2.9000000953674316,0.07616617530584335,0.8666666746139526
10,740496ae8f624945,obb_contact_interval,3.0,2,235,4ae5e1d4f41a2edb,obb_contact_interval,3.0,0.07963189482688904,0.9166666865348816
10,740496ae8f624945,obb_contact_interval,3.0,3,2257,3cc5dbee570c752f,obb_contact_interval,2.700000047683716,0.08591355383396149,0.8166666626930237
11,740496ae8f624945,path_intersection,2.4000000953674316,1,4038,2e522329e2224eed,path_intersection,2.4000000953674316,0.2330354005098343,1.0
11,740496ae8f624945,path_intersection,2.4000000953674316,2,270,9bc61364e48d5906,path_intersection,1.899999976158142,0.27367812395095825,1.0
11,740496ae8f624945,path_intersection,2.4000000953674316,3,6008,8f4a7f83759c11a8,path_intersection,1.3000000715255737,0.28906047344207764,1.0
12,1fa89143af0adc72,path_intersection,3.0,1,2186,502a748fdfa32956,path_intersection,1.899999976158142,0.7156636714935303,0.949999988079071
12,1fa89143af0adc72,path_intersection,3.0,2,7915,db65763d5d098d7a,obb_contact_interval,2.9000000953674316,0.7322176098823547,0.9666666388511658
12,1fa89143af0adc72,path_intersection,3.0,3,9289,14e96ad35849c15a,obb_contact_interval,2.700000047683716,0.751517117023468,0.8166666626930237
14,3ea0210d938844b2,obb_contact_interval,0.20000000298023224,1,1588,ec251ae32af702d,obb_contact_interval,0.800000011920929,0.13906297087669373,1.0
14,3ea0210d938844b2,obb_contact_interval,0.20000000298023224,2,8019,eb6ecf68e8e1223b,obb_contact_interval,0.0,0.14261844754219055,0.949999988079071
14,3ea0210d938844b2,obb_contact_interval,0.20000000298023224,3,2758,1f8eabbaac2babce,obb_contact_interval,0.4000000059604645,0.15168613195419312,1.0
16,3ea0210d938844b2,obb_contact_interval,1.2000000476837158,1,2572,1071a0ba0fddb057,obb_contact_interval,1.100000023841858,0.08004898577928543,0.8500000238418579
16,3ea0210d938844b2,obb_contact_interval,1.2000000476837158,2,5896,38657e9dd579e5f6,obb_contact_interval,0.800000011920929,0.12862636148929596,0.9166666865348816
16,3ea0210d938844b2,obb_contact_interval,1.2000000476837158,3,3436,6b2fc7bc45609e24,obb_contact_interval,1.2000000476837158,0.1563069373369217,0.8500000238418579
17,3ea0210d938844b2,obb_contact_interval,2.6000001430511475,1,5457,c8b21767acd06d8e,obb_contact_interval,2.4000000953674316,0.15435847640037537,0.8666666746139526
17,3ea0210d938844b2,obb_contact_interval,2.6000001430511475,2,802,387cacdcc78280b5,obb_contact_interval,2.200000047683716,0.16116425395011902,0.8999999761581421
17,3ea0210d938844b2,obb_contact_interval,2.6000001430511475,3,1728,d5ae76867decd1c4,obb_contact_interval,2.5,0.17746718227863312,0.8666666746139526
18,67b7f72a1ada99a5,path_intersection,2.1000001430511475,1,6459,77d9134646e88732,obb_contact_interval,2.5,0.4744677245616913,0.8666666746139526
18,67b7f72a1ada99a5,path_intersection,2.1000001430511475,2,4158,963cba062ee3585d,path_intersection,3.799999952316284,0.4776515066623688,1.0
18,67b7f72a1ada99a5,path_intersection,2.1000001430511475,3,2915,1a9088a67bf62f0d,obb_contact_interval,3.200000047683716,0.4871250092983246,1.0
21,c3aff2d8c39315a4,obb_contact_interval,0.0,1,4110,cd8ece06137ed370,obb_contact_interval,0.0,0.3152119815349579,0.9833333492279053
21,c3aff2d8c39315a4,obb_contact_interval,0.0,2,1186,70c247b427d5a826,obb_contact_interval,0.0,0.3534943759441376,1.0
21,c3aff2d8c39315a4,obb_contact_interval,0.0,3,8254,923ca96a85f7ff6e,obb_contact_interval,0.0,0.35615846514701843,0.8999999761581421
23,255859ee6c2feb33,path_intersection,0.30000001192092896,1,9313,d46ea537a98d6995,path_intersection,0.20000000298023224,0.29480472207069397,1.0
23,255859ee6c2feb33,path_intersection,0.30000001192092896,2,666,ab99debd92c8ed15,path_intersection,0.10000000149011612,0.31074291467666626,0.8500000238418579
23,255859ee6c2feb33,path_intersection,0.30000001192092896,3,4402,d86184a626cd691d,path_intersection,1.100000023841858,0.33573639392852783,1.0
24,255859ee6c2feb33,obb_contact_interval,1.5,1,7904,62563e0ad34aa5e5,obb_contact_interval,5.800000190734863,0.0541902519762516,0.9333333373069763
24,255859ee6c2feb33,obb_contact_interval,1.5,2,6011,e72af77a313d8451,obb_contact_interval,4.5,0.07399836927652359,1.0
24,255859ee6c2feb33,obb_contact_interval,1.5,3,3730,b8a638bdbfa5cc7e,obb_contact_interval,1.0,0.07438763231039047,1.0
25,7a271442b04f8c0e,obb_contact_interval,2.0,1,5269,700556cbab30ddb6,path_intersection,2.200000047683716,0.4550367295742035,0.8999999761581421
25,7a271442b04f8c0e,obb_contact_interval,2.0,2,334,9e1f92dfffb6479b,obb_contact_interval,1.100000023841858,0.4900454580783844,0.8666666746139526
25,7a271442b04f8c0e,obb_contact_interval,2.0,3,3901,732f8bd7e7fdc65d,obb_contact_interval,1.8000000715255737,0.4968654215335846,0.8999999761581421
26,7a271442b04f8c0e,obb_contact_interval,2.1000001430511475,1,2244,6616061d3bb7afce,obb_contact_interval,1.899999976158142,0.11034148186445236,0.8333333134651184
26,7a271442b04f8c0e,obb_contact_interval,2.1000001430511475,2,5766,de4b4445ea87b17f,obb_contact_interval,0.9000000357627869,0.12368917465209961,0.8999999761581421
26,7a271442b04f8c0e,obb_contact_interval,2.1000001430511475,3,76,8462c84695658044,obb_contact_interval,1.7000000476837158,0.15980364382266998,1.0
28,ad9df60872726146,path_intersection,1.7000000476837158,1,3311,844d7cd36ad8e8a7,obb_contact_interval,3.6000001430511475,0.09478888660669327,0.9166666865348816
28,ad9df60872726146,path_intersection,1.7000000476837158,2,4768,390d851596f742e7,path_intersection,2.299999952316284,0.0952218621969223,0.8833333253860474
28,ad9df60872726146,path_intersection,1.7000000476837158,3,9968,e81f5af686adc47d,path_intersection,1.0,0.10152781009674072,0.800000011920929
29,ad9df60872726146,obb_contact_interval,2.799999952316284,1,3311,844d7cd36ad8e8a7,obb_contact_interval,3.6000001430511475,0.08304205536842346,0.949999988079071
29,ad9df60872726146,obb_contact_interval,2.799999952316284,2,1799,ae200c01e449d025,obb_contact_interval,2.5,0.08697190135717392,0.9833333492279053
29,ad9df60872726146,obb_contact_interval,2.799999952316284,3,3904,8ae7a1e21ea8d90d,obb_contact_interval,1.7000000476837158,0.09620464593172073,0.9833333492279053
30,ad9df60872726146,obb_contact_interval,4.400000095367432,1,4785,7061a4ecbe8a17d6,obb_contact_interval,4.599999904632568,0.08552534133195877,0.9666666388511658
30,ad9df60872726146,obb_contact_interval,4.400000095367432,2,4611,1f5ed7ba139e5315,obb_contact_interval,3.4000000953674316,0.0908113420009613,1.0
30,ad9df60872726146,obb_contact_interval,4.400000095367432,3,3296,1ee71e5823d6f068,obb_contact_interval,3.9000000953674316,0.09408403187990189,1.0
31,ad9df60872726146,obb_contact_interval,1.2000000476837158,1,9171,4ab6d2e0142e5d71,obb_contact_interval,2.200000047683716,0.08316147327423096,1.0
31,ad9df60872726146,obb_contact_interval,1.2000000476837158,2,6012,e72af77a313d8451,obb_contact_interval,1.8000000715255737,0.08455222100019455,0.949999988079071
31,ad9df60872726146,obb_contact_interval,1.2000000476837158,3,1519,7976f7ff9c00540b,obb_contact_interval,2.1000001430511475,0.08999492973089218,0.9666666388511658
32,ad9df60872726146,obb_contact_interval,3.5,1,8454,2285360e5af6c234,obb_contact_interval,3.200000047683716,0.06917232275009155,0.8666666746139526
32,ad9df60872726146,obb_contact_interval,3.5,2,2030,8820e7a6e94baea2,obb_contact_interval,2.9000000953674316,0.10699992626905441,0.8333333134651184
32,ad9df60872726146,obb_contact_interval,3.5,3,8152,a32dff3424b0abe0,obb_contact_interval,3.0,0.11523569375276566,0.8666666746139526
34,d0384c1f7462b31a,path_intersection,1.100000023841858,1,5051,d9f8048f2169b3d6,path_intersection,1.5,0.07412371784448624,0.75
34,d0384c1f7462b31a,path_intersection,1.100000023841858,2,6185,57c3be02067fb224,obb_contact_interval,1.600000023841858,0.08105695247650146,0.800000011920929
34,d0384c1f7462b31a,path_intersection,1.100000023841858,3,7097,48d41c23ce4b93e7,path_intersection,1.7000000476837158,0.08399321883916855,0.800000011920929
35,d0384c1f7462b31a,obb_contact_interval,3.4000000953674316,1,2862,1708499519b741af,obb_contact_interval,1.399999976158142,0.33322465419769287,0.9333333373069763
35,d0384c1f7462b31a,obb_contact_interval,3.4000000953674316,2,3288,ea55a9e3cafde2e1,obb_contact_interval,6.599999904632568,0.334627240896225,0.9166666865348816
35,d0384c1f7462b31a,obb_contact_interval,3.4000000953674316,3,2624,69b7555f57158ef6,obb_contact_interval,3.5,0.3465515077114105,0.9333333373069763
36,d0384c1f7462b31a,obb_contact_interval,1.2000000476837158,1,2725,80f32fde1afa6cd1,obb_contact_interval,1.2000000476837158,0.15853235125541687,0.8500000238418579
36,d0384c1f7462b31a,obb_contact_interval,1.2000000476837158,2,4210,9d6c3b9d7820b206,obb_contact_interval,1.0,0.18598736822605133,0.8500000238418579
36,d0384c1f7462b31a,obb_contact_interval,1.2000000476837158,3,9564,b1f7bc98eca6835,obb_contact_interval,1.7000000476837158,0.1870085746049881,0.8500000238418579
42,dd335e47e4366c38,obb_contact_interval,2.700000047683716,1,710,d9ebd905e9ec9dd5,path_intersection,1.899999976158142,0.43299394845962524,0.8333333134651184
42,dd335e47e4366c38,obb_contact_interval,2.700000047683716,2,7942,4f5e9e991e323f6b,obb_contact_interval,1.600000023841858,0.4515107572078705,0.8333333134651184
42,dd335e47e4366c38,obb_contact_interval,2.700000047683716,3,4284,94e0c189f828d514,obb_contact_interval,2.5,0.466437429189682,0.8333333134651184
44,dd335e47e4366c38,path_intersection,4.700000286102295,1,9486,2d134c4ee84b1b4a,path_intersection,3.700000047683716,0.39704209566116333,1.0
44,dd335e47e4366c38,path_intersection,4.700000286102295,2,3332,d6a17d432bc18e84,path_intersection,3.799999952316284,0.4506019949913025,1.0
44,dd335e47e4366c38,path_intersection,4.700000286102295,3,4497,11d1f1a31f4e6119,path_intersection,5.200000286102295,0.5020037293434143,0.800000011920929
45,d6396e25ab5d6f13,obb_contact_interval,2.9000000953674316,1,4055,3d411add16cd2dfa,obb_contact_interval,2.799999952316284,0.06932562589645386,0.8166666626930237
45,d6396e25ab5d6f13,obb_contact_interval,2.9000000953674316,2,1519,7976f7ff9c00540b,obb_contact_interval,2.1000001430511475,0.07581892609596252,0.9666666388511658
45,d6396e25ab5d6f13,obb_contact_interval,2.9000000953674316,3,9895,a736da09dc08859f,obb_contact_interval,2.6000001430511475,0.07904490828514099,1.0
47,d6396e25ab5d6f13,obb_contact_interval,2.299999952316284,1,793,90756aa4b1652b31,obb_contact_interval,0.6000000238418579,0.09844458103179932,1.0
47,d6396e25ab5d6f13,obb_contact_interval,2.299999952316284,2,3701,5175f75e40cdd380,obb_contact_interval,0.0,0.12451016902923584,1.0
47,d6396e25ab5d6f13,obb_contact_interval,2.299999952316284,3,2895,fb4a44005f3901c5,obb_contact_interval,0.0,0.12915301322937012,0.9666666388511658
50,d6396e25ab5d6f13,obb_contact_interval,2.200000047683716,1,3083,7485582900245f09,obb_contact_interval,3.4000000953674316,0.05874739587306976,0.9166666865348816
50,d6396e25ab5d6f13,obb_contact_interval,2.200000047683716,2,6045,a926b4fa56c5f560,obb_contact_interval,2.1000001430511475,0.05976690724492073,0.800000011920929
50,d6396e25ab5d6f13,obb_contact_interval,2.200000047683716,3,2622,7db1f70d5f47d98a,obb_contact_interval,1.2000000476837158,0.06554612517356873,1.0
52,d6396e25ab5d6f13,obb_contact_interval,6.599999904632568,1,2213,a5f760e36b0d80ce,obb_contact_interval,7.200000286102295,0.1383541375398636,0.8833333253860474
52,d6396e25ab5d6f13,obb_contact_interval,6.599999904632568,2,8287,8bb7908636874f0f,obb_contact_interval,4.400000095367432,0.1413642019033432,0.9833333492279053
52,d6396e25ab5d6f13,obb_contact_interval,6.599999904632568,3,2184,a636aa7477e686dc,obb_contact_interval,4.900000095367432,0.141887366771698,0.9333333373069763
53,b0e5c2d3fac2fb5c,obb_contact_interval,0.0,1,7591,20cb5bfa5ed8c4c7,obb_contact_interval,0.0,0.31082502007484436,0.8333333134651184
53,b0e5c2d3fac2fb5c,obb_contact_interval,0.0,2,582,72cdb7fd55572f1e,obb_contact_interval,0.0,0.3332049548625946,0.7833333611488342
53,b0e5c2d3fac2fb5c,obb_contact_interval,0.0,3,4578,e81327ddd068e000,obb_contact_interval,0.0,0.3998485505580902,0.7833333611488342
56,b7ec27d08df514d8,obb_contact_interval,0.0,1,9693,7c50a0086e6f7694,obb_contact_interval,0.0,0.3896597921848297,0.9833333492279053
56,b7ec27d08df514d8,obb_contact_interval,0.0,2,2675,2c075df52258ac7f,obb_contact_interval,1.600000023841858,0.419048547744751,0.8500000238418579
56,b7ec27d08df514d8,obb_contact_interval,0.0,3,592,71561728d7d41c21,obb_contact_interval,3.6000001430511475,0.42444196343421936,0.9666666388511658
57,b7ec27d08df514d8,obb_contact_interval,1.899999976158142,1,5046,e72236ec66d5b1d8,obb_contact_interval,2.5,0.36529457569122314,0.9833333492279053
57,b7ec27d08df514d8,obb_contact_interval,1.899999976158142,2,7648,8a843af5bf639948,obb_contact_interval,0.0,0.38843587040901184,1.0
57,b7ec27d08df514d8,obb_contact_interval,1.899999976158142,3,9969,e81f5af686adc47d,path_intersection,2.200000047683716,0.40073853731155396,0.8999999761581421
60,67924f2777c1e57c,obb_contact_interval,3.0,1,3909,8ae7a1e21ea8d90d,obb_contact_interval,2.9000000953674316,0.03709135204553604,0.8833333253860474
60,67924f2777c1e57c,obb_contact_interval,3.0,2,494,209d0668393916d8,obb_contact_interval,2.9000000953674316,0.054918885231018066,0.8833333253860474
60,67924f2777c1e57c,obb_contact_interval,3.0,3,8578,a2c032d6e106a5d5,obb_contact_interval,2.700000047683716,0.05797871574759483,0.8833333253860474
62,67924f2777c1e57c,obb_contact_interval,1.399999976158142,1,3389,cfecfbd29d3b682e,obb_contact_interval,1.600000023841858,0.3196001946926117,0.8166666626930237
62,67924f2777c1e57c,obb_contact_interval,1.399999976158142,2,5353,5e06afc2d7745d49,path_intersection,0.0,0.327225923538208,1.0
62,67924f2777c1e57c,obb_contact_interval,1.399999976158142,3,6013,6911d644483a4055,path_intersection,0.0,0.34690508246421814,0.8333333134651184
64,69f4f050bd313726,obb_contact_interval,0.4000000059604645,1,7022,f75e6136aa559ff5,obb_contact_interval,0.4000000059604645,0.10592812299728394,0.949999988079071
64,69f4f050bd313726,obb_contact_interval,0.4000000059604645,2,6145,1c29f812398470ad,obb_contact_interval,0.10000000149011612,0.1361381858587265,0.949999988079071
64,69f4f050bd313726,obb_contact_interval,0.4000000059604645,3,7993,d5de5b3e797f5a55,obb_contact_interval,0.800000011920929,0.14391203224658966,0.949999988079071
67,69f4f050bd313726,obb_contact_interval,1.7000000476837158,1,7786,faf7743a61203f6c,obb_contact_interval,2.0,0.14256615936756134,0.8833333253860474
67,69f4f050bd313726,obb_contact_interval,1.7000000476837158,2,6147,1c29f812398470ad,obb_contact_interval,1.100000023841858,0.15833759307861328,0.8666666746139526
67,69f4f050bd313726,obb_contact_interval,1.7000000476837158,3,3897,97b5b09ba3711da2,obb_contact_interval,1.5,0.1684167981147766,0.9666666388511658
68,69f4f050bd313726,obb_contact_interval,1.2000000476837158,1,3721,50c812ea4993689b,path_intersection,1.2000000476837158,0.09870065003633499,1.0
68,69f4f050bd313726,obb_contact_interval,1.2000000476837158,2,9563,b1f7bc98eca6835,obb_contact_interval,1.5,0.10191423445940018,0.8833333253860474
68,69f4f050bd313726,obb_contact_interval,1.2000000476837158,3,8412,16701c55079bb642,obb_contact_interval,0.699999988079071,0.10714350640773773,0.9166666865348816
69,69f4f050bd313726,obb_contact_interval,1.3000000715255737,1,2233,d2d9ce0e1d291ffa,obb_contact_interval,1.8000000715255737,0.14031268656253815,0.9166666865348816
69,69f4f050bd313726,obb_contact_interval,1.3000000715255737,2,1826,410dea5a3892f28e,path_intersection,1.3000000715255737,0.16206605732440948,0.8833333253860474
69,69f4f050bd313726,obb_contact_interval,1.3000000715255737,3,8300,239285f752db525e,obb_contact_interval,1.2000000476837158,0.16849318146705627,0.9166666865348816
70,69f4f050bd313726,obb_contact_interval,2.5,1,4333,f9e611e290e5dc08,obb_contact_interval,2.6000001430511475,0.137942835688591,0.9833333492279053
70,69f4f050bd313726,obb_contact_interval,2.5,2,8457,1953e7f2ffdc997d,path_intersection,1.8000000715255737,0.17921680212020874,0.8999999761581421
70,69f4f050bd313726,obb_contact_interval,2.5,3,7028,f75e6136aa559ff5,path_intersection,3.1000001430511475,0.1809319108724594,0.8166666626930237
71,69f4f050bd313726,obb_contact_interval,2.6000001430511475,1,8302,239285f752db525e,obb_contact_interval,2.5,0.09738210588693619,0.8999999761581421
71,69f4f050bd313726,obb_contact_interval,2.6000001430511475,2,6002,8b60a1204ca7a265,path_intersection,2.1000001430511475,0.11157569289207458,0.8999999761581421
71,69f4f050bd313726,obb_contact_interval,2.6000001430511475,3,3722,50c812ea4993689b,obb_contact_interval,2.4000000953674316,0.11646416038274765,0.8833333253860474
72,f552984750fa30d3,path_intersection,0.20000000298023224,1,4783,7061a4ecbe8a17d6,path_intersection,0.30000001192092896,0.198270782828331,0.9666666388511658
72,f552984750fa30d3,path_intersection,0.20000000298023224,2,979,7141e815f3768fa0,path_intersection,0.0,0.21682867407798767,1.0
72,f552984750fa30d3,path_intersection,0.20000000298023224,3,4784,7061a4ecbe8a17d6,path_intersection,0.0,0.22010265290737152,1.0
74,f552984750fa30d3,path_intersection,1.0,1,8342,e5218d40b011b33c,path_intersection,1.100000023841858,0.18334543704986572,0.8666666746139526
74,f552984750fa30d3,path_intersection,1.0,2,9756,56ae67bac2002012,path_intersection,0.5,0.18657346069812775,0.8666666746139526
74,f552984750fa30d3,path_intersection,1.0,3,5715,73a1ebe7ac1446f2,path_intersection,2.700000047683716,0.23425574600696564,0.8666666746139526
75,8462c84695658044,path_intersection,1.899999976158142,1,6430,ba4d9dc67dd62a98,path_intersection,2.200000047683716,0.23292651772499084,1.0
75,8462c84695658044,path_intersection,1.899999976158142,2,6132,11e0fd9e93b0ce8b,path_intersection,1.7000000476837158,0.2429923713207245,1.0
75,8462c84695658044,path_intersection,1.899999976158142,3,7101,a793e287db21f805,path_intersection,1.600000023841858,0.26565662026405334,1.0
76,8462c84695658044,obb_contact_interval,1.7000000476837158,1,9083,f9a823545eb53642,obb_contact_interval,1.899999976158142,0.12308314442634583,0.9166666865348816
76,8462c84695658044,obb_contact_interval,1.7000000476837158,2,325,f7c938d7655af085,path_intersection,2.4000000953674316,0.13915668427944183,1.0
76,8462c84695658044,obb_contact_interval,1.7000000476837158,3,2244,6616061d3bb7afce,obb_contact_interval,1.899999976158142,0.14786934852600098,0.8333333134651184
81,194ad13ab4fdb4a1,obb_contact_interval,2.200000047683716,1,4480,bd084710d7c9729f,path_intersection,1.600000023841858,0.1059173196554184,0.800000011920929
81,194ad13ab4fdb4a1,obb_contact_interval,2.200000047683716,2,256,6a0471b718788ad,obb_contact_interval,2.299999952316284,0.10882768779993057,0.9166666865348816
81,194ad13ab4fdb4a1,obb_contact_interval,2.200000047683716,3,3109,ee45b379f9c19a40,obb_contact_interval,2.4000000953674316,0.11029095947742462,0.9833333492279053
82,194ad13ab4fdb4a1,obb_contact_interval,1.8000000715255737,1,4628,a8ae5e68e49a3762,obb_contact_interval,1.8000000715255737,0.08742040395736694,1.0
82,194ad13ab4fdb4a1,obb_contact_interval,1.8000000715255737,2,514,2e3d1514aabea767,obb_contact_interval,2.0,0.10611680150032043,0.8166666626930237
82,194ad13ab4fdb4a1,obb_contact_interval,1.8000000715255737,3,1529,2085da86ffb78481,path_intersection,1.3000000715255737,0.10636792331933975,0.8166666626930237
84,1e9c9fe725013a2a,path_intersection,0.9000000357627869,1,5576,9e0d506c62413758,path_intersection,0.5,0.15136954188346863,0.9166666865348816
84,1e9c9fe725013a2a,path_intersection,0.9000000357627869,2,2376,76856090059c1f80,obb_contact_interval,0.9000000357627869,0.1715511679649353,0.9333333373069763
84,1e9c9fe725013a2a,path_intersection,0.9000000357627869,3,8422,4462f4f0880c2d4d,path_intersection,0.4000000059604645,0.17519885301589966,0.8333333134651184
85,1e9c9fe725013a2a,obb_contact_interval,1.399999976158142,1,7217,cee37baeb223cf4f,obb_contact_interval,1.3000000715255737,0.10419851541519165,0.8166666626930237
85,1e9c9fe725013a2a,obb_contact_interval,1.399999976158142,2,9406,599bf671e09f217,path_intersection,1.0,0.11683803051710129,0.8166666626930237
85,1e9c9fe725013a2a,obb_contact_interval,1.399999976158142,3,9762,789bd02a0684e48e,path_intersection,0.9000000357627869,0.11971335858106613,0.8166666626930237
86,1e9c9fe725013a2a,obb_contact_interval,1.399999976158142,1,9572,14eccf26938678ea,obb_contact_interval,1.8000000715255737,0.18896353244781494,0.800000011920929
86,1e9c9fe725013a2a,obb_contact_interval,1.399999976158142,2,3435,6b2fc7bc45609e24,obb_contact_interval,1.600000023841858,0.2144944816827774,0.800000011920929
86,1e9c9fe725013a2a,obb_contact_interval,1.399999976158142,3,3262,3a6d7543fd12c545,obb_contact_interval,1.899999976158142,0.24140293896198273,0.800000011920929
87,1e9c9fe725013a2a,obb_contact_interval,2.4000000953674316,1,6954,23c1ac15ab00cd46,obb_contact_interval,2.4000000953674316,0.13402342796325684,1.0
87,1e9c9fe725013a2a,obb_contact_interval,2.4000000953674316,2,7693,961982d84e53f193,obb_contact_interval,2.6000001430511475,0.17986738681793213,0.9666666388511658
87,1e9c9fe725013a2a,obb_contact_interval,2.4000000953674316,3,4077,e42c127603b4b60c,obb_contact_interval,2.6000001430511475,0.19097386300563812,0.8333333134651184
89,1e9c9fe725013a2a,path_intersection,2.0,1,8006,83105a92684dc5fa,path_intersection,1.8000000715255737,0.1261969804763794,1.0
89,1e9c9fe725013a2a,path_intersection,2.0,2,9601,f12ea2ad05353ab3,path_intersection,2.1000001430511475,0.12704598903656006,1.0
89,1e9c9fe725013a2a,path_intersection,2.0,3,7692,961982d84e53f193,path_intersection,1.899999976158142,0.1340343952178955,0.8166666626930237
91,a723d697937452aa,path_intersection,1.0,1,7778,9ff63de89d39a974,path_intersection,1.600000023841858,0.37315836548805237,1.0
91,a723d697937452aa,path_intersection,1.0,2,5873,19f2fe92429f7e21,path_intersection,0.9000000357627869,0.4136863350868225,1.0
91,a723d697937452aa,path_intersection,1.0,3,2363,eb6a0e626960a268,obb_contact_interval,2.299999952316284,0.4352147877216339,0.800000011920929
95,a7467f6fafdcacd8,obb_contact_interval,1.8000000715255737,1,1233,289f421d714f043b,obb_contact_interval,2.200000047683716,0.08118395507335663,1.0
95,a7467f6fafdcacd8,obb_contact_interval,1.8000000715255737,2,1965,d8f307dcee48a907,obb_contact_interval,2.1000001430511475,0.08311710506677628,0.9333333373069763
95,a7467f6fafdcacd8,obb_contact_interval,1.8000000715255737,3,4742,200ae042f889b4a,obb_contact_interval,1.600000023841858,0.0832495391368866,1.0
96,a7467f6fafdcacd8,obb_contact_interval,0.0,1,6940,50a69156ec902cfc,obb_contact_interval,0.0,0.08227602392435074,0.9166666865348816
96,a7467f6fafdcacd8,obb_contact_interval,0.0,2,381,8f242358e64bb456,obb_contact_interval,0.0,0.08799707889556885,1.0
96,a7467f6fafdcacd8,obb_contact_interval,0.0,3,9715,81e4c29592635535,obb_contact_interval,0.0,0.09142138063907623,1.0
98,a7467f6fafdcacd8,obb_contact_interval,0.0,1,192,53c5c367ab02d6e3,obb_contact_interval,0.0,0.0484585240483284,0.8666666746139526
98,a7467f6fafdcacd8,obb_contact_interval,0.0,2,238,e2bc3433452ddb57,obb_contact_interval,0.0,0.06628203392028809,0.8666666746139526
98,a7467f6fafdcacd8,obb_contact_interval,0.0,3,9453,f1b8e90be23f7fab,obb_contact_interval,0.0,0.06903392821550369,0.8666666746139526
